mien,khu_vuc,tinh,name,name_short,name_global,tax,address,representative,phone,active_date,manage_by,category,status,last_update,conpany_briefcase,career_code,career_name,slug
Miền Trung,Miền Trung,Huế,TRƯỜNG MẦM NON ĐÔNG SƠN,,,3301549705,"Thôn Ka Vá, Xã Đông Sơn, Huyện A Lưới, Thành phố Huế",Võ Thị Tường,0546564564,2014-09-25,Đội Thuế huyện A Lưới,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-29 23:39:01,,,,/3301549705-truong-mam-non-dong-son
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH MỘT THÀNH VIÊN QUẢNG CÁO - IN ẤN VÀ THƯƠNG MẠI ART HUẾ,ARTHUECOMPANY,,3301563026,"14 Đinh Núp, Thị Trấn A Lưới, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN TUẤN ANH,0985555006,2015-03-12,Đội Thuế huyện A Lưới,Công ty trách nhiệm hữu hạn ngoài NN,Ngừng hoạt động và đã đóng MST,2025-05-29 23:34:02,Quảng cáo,"1811, 1812, 4330, 4649, 4663, 7310","In ấn, Dịch vụ liên quan đến in, Hoàn thiện công trình xây dựng, Bán buôn đồ dùng khác cho gia đình, Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng, Quảng cáo",/3301563026-cong-ty-tnhh-mot-thanh-vien-quang-cao-in-an-va-thuong-mai-art-hue
Miền Trung,Miền Trung,Huế,HỢP TÁC XÃ DỊCH VỤ TỔNG HỢP HƯƠNG PHONG,,,3301565827,"Thôn Hương Phú, xã Hương Phong, Xã Hương Phong, Huyện A Lưới, Thành phố Huế",Trần Văn Dương,01645432714,2015-05-14,Đội Thuế huyện A Lưới,Hợp tác xã,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-29 23:32:01,,,,/3301565827-hop-tac-xa-dich-vu-tong-hop-huong-phong
Miền Trung,Miền Trung,Huế,DOANH NGHIỆP TƯ NHÂN XÂY DỰNG NGUYỄN TRƯỜNG SƠN,,,3301566161,"Thôn Pa Hy, Xã Hồng Hạ, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN VĂN SƠN,01666776617,2015-05-20,Đội Thuế huyện A Lưới,Doanh nghiệp tư nhân,Không hoạt động tại địa chỉ đã đăng ký,2025-05-29 23:31:02,Xây dựng nhà các loại,"0161, 0162, 1629, 4100, 4290, 4933","Hoạt động dịch vụ trồng trọt, Hoạt động dịch vụ chăn nuôi, Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện, Xây dựng nhà các loại, Xây dựng công trình kỹ thuật dân dụng khác, Vận tải hàng hóa bằng đường bộ",/3301566161-doanh-nghiep-tu-nhan-xay-dung-nguyen-truong-son
Miền Trung,Miền Trung,Huế,TRƯỜNG MẦM NON A ĐỚT,,,3301567366,"Chi Lanh - A Roh, Xã Lâm Đớt, Huyện A Lưới, Thành phố Huế",Cái Thị ánh Tuyết,0543625785,2015-07-06,Đội Thuế huyện A Lưới,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-29 23:30:01,,,,/3301567366-truong-mam-non-a-dot
Miền Trung,Miền Trung,Huế,HỢP TÁC XÃ XÂY DỰNG HỒNG QUẢNG,,,3301568514,"Thôn Tầm Mu, Xã Hồng Quảng, Huyện A Lưới, Thành phố Huế",Hồ Văn Tông,01664409694,2015-08-17,Đội Thuế huyện A Lưới,Hợp tác xã,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-29 23:29:01,,,,/3301568514-hop-tac-xa-xay-dung-hong-quang
Miền Trung,Miền Trung,Huế,CÔNG TY CỔ PHẦN SẢN XUẤT CHẾ BIẾN DỊCH VỤ GỖ A LƯỚI,,,3301571651,"23 Đinh Núp, Thị Trấn A Lưới, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",Phan Ngọc Bảy,0983102203,2015-11-04,Đội Thuế huyện A Lưới,Công ty cổ phần ngoài NN,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-05-29 23:26:01,"Cưa, xẻ, bào gỗ và bảo quản gỗ","1610, 4933","Cưa, xẻ, bào gỗ và bảo quản gỗ, Vận tải hàng hóa bằng đường bộ",/3301571651-cong-ty-co-phan-san-xuat-che-bien-dich-vu-go-a-luoi
Miền Trung,Miền Trung,Huế,HỢP TÁC XÃ DỆT THỔ CẨM A CO,,,3301573680,"Cụm công nghiệp-tiểu thủ công nghiệp A Co, Xã Hồng Thượng, Huyện A Lưới, Thành phố Huế",Trương Thị Huyền,,2015-11-24,Đội Thuế huyện A Lưới,Hợp tác xã,Không hoạt động tại địa chỉ đã đăng ký,2025-05-29 23:26:01,,,,/3301573680-hop-tac-xa-det-tho-cam-a-co
Miền Trung,Miền Trung,Huế,TRƯỜNG TIỂU HỌC NHÂM,,,3301585365,"Thôn Ka Leng A Bung, Xã Quảng Nhâm, Huyện A Lưới, Thành phố Huế",Lê Thị Hồng Hội,,2016-03-10,Đội Thuế huyện A Lưới,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-29 23:24:01,,,,/3301585365-truong-tieu-hoc-nham
Miền Trung,Miền Trung,Huế,HỢP TÁC XÃ SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ A SAO,,,3301587475,"Thôn 5, xã Hồng Thủy, Xã Hồng Thủy, Huyện A Lưới, Thành phố Huế",Nguyễn Đạm,,2016-04-13,Đội Thuế huyện A Lưới,Hợp tác xã,Không hoạt động tại địa chỉ đã đăng ký,2025-05-29 23:22:01,,,,/3301587475-hop-tac-xa-san-xuat-thuong-mai-va-dich-vu-a-sao
Miền Trung,Miền Trung,Huế,TRƯỜNG TIỂU HỌC HƯƠNG LÂM,,,3301587764,"Thôn Cưr Xo, Xã Lâm Đớt, Huyện A Lưới, Thành phố Huế",Viên Văn Minh,,2016-04-20,Đội Thuế huyện A Lưới,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-29 23:22:01,,,,/3301587764-truong-tieu-hoc-huong-lam
