mien,khu_vuc,tinh,name,name_short,name_global,tax,address,representative,phone,active_date,manage_by,category,status,last_update,conpany_briefcase,career_code,career_name,slug
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ BẢO MINH AN,CÔNG TY TNHH SX TM DV BẢO MINH AN,BAO MINH AN SERVICES TRADING PRODUCTION COMPANY LIMITED,3301735282,"Thôn A Tia 1, Xã Hồng Kim, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",TRẦN THỊ BÍCH MAY,0788666567,2024-10-25,Chi cục Thuế Huyện A Lưới,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2024-10-26 09:39:01,"Chế biến, bảo quản thịt và các sản phẩm từ thịt","1010, 1020, 1030, 1040, 1061, 1062, 1071, 1074, 1075, 1101, 4620, 4631, 4632, 4711, 4781","Chế biến, bảo quản thịt và các sản phẩm từ thịt, Chế biến, bảo quản thuỷ sản và các sản phẩm từ thuỷ sản, Chế biến và bảo quản rau quả, Sản xuất dầu, mỡ động, thực vật, Xay xát và sản xuất bột thô, Sản xuất tinh bột và các sản phẩm từ tinh bột, Sản xuất các loại bánh từ bột, Sản xuất mì ống, mỳ sợi và sản phẩm tương tự, Sản xuất món ăn, thức ăn chế biến sẵn, Chưng, tinh cất và pha chế các loại rượu mạnh, Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống, Bán buôn gạo, Bán buôn thực phẩm, Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp, Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào lưu động hoặc tại chợ",/3301735282-cong-ty-tnhh-san-xuat-thuong-mai-dich-vu-bao-minh-an
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ TÂY TRƯỜNG SƠN,,,3301732676,"29A Trường Sơn, Thị Trấn A Lưới, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN VĂN GIANG,0949111479,2024-07-17,Chi cục Thuế Huyện A Lưới,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-02-17 05:51:01,Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,"0810, 1622, 1629, 4101, 4102, 4212, 4221, 4222, 4229, 4291, 4299, 4311, 4312, 4321, 4322, 4329, 4330, 4390, 4663, 5510, 6810, 7110","Khai thác đá, cát, sỏi, đất sét, Sản xuất đồ gỗ xây dựng, Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện, Xây dựng nhà để ở, Xây dựng nhà không để ở, Xây dựng công trình đường bộ, Xây dựng công trình điện, Xây dựng công trình cấp, thoát nước, Xây dựng công trình công ích khác, Xây dựng công trình thủy, Xây dựng công trình kỹ thuật dân dụng khác, Phá dỡ, Chuẩn bị mặt bằng, Lắp đặt hệ thống điện, Lắp đặt hệ thống cấp, thoát nước, lò sưởi và điều hoà không khí, Lắp đặt hệ thống xây dựng khác, Hoàn thiện công trình xây dựng, Hoạt động xây dựng chuyên dụng khác, Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng, Dịch vụ lưu trú ngắn ngày, Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê, Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan",/3301732676-cong-ty-tnhh-tu-van-dau-tu-tay-truong-son
Miền Trung,Miền Trung,Huế,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH GCOOP VIỆT NAM TẠI THỪA THIÊN HUẾ,,"THE PRESENTATIVE OFFICE OF GCOOP VIETNAM CO., LTD IN THUA THIEN HUE",0108311850-026,"Cụm 5, Thị Trấn A Lưới, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",LÊ THỊ HUYỀN TRANG,0917589123,2024-05-17,Cục Thuế Thành phố Huế,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-02-15 19:49:02,,,,/0108311850-026-van-phong-dai-dien-cong-ty-tnhh-gcoop-viet-nam-tai-thua-thien-hue
Miền Trung,Miền Trung,Huế,CHI NHÁNH CÔNG TY TNHH SX TM LA SAN,,,3702881587-001,"25 Kim Đồng, Thị Trấn A Lưới, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN HẢI ĐĂNG,,2023-11-09,Chi cục Thuế Huyện A Lưới,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-02-15 18:43:01,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học nông nghiệp,"0128, 2100, 4620, 4669, 7214","Trồng cây gia vị, cây dược liệu, Sản xuất thuốc, hoá dược và dược liệu, Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống, Bán buôn chuyên doanh khác chưa được phân vào đâu, Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học nông nghiệp",/3702881587-001-chi-nhanh-cong-ty-tnhh-sx-tm-la-san
Miền Trung,Miền Trung,Huế,CHI NHÁNH CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI TIẾN PHÁT TẠI THỪA THIÊN HUẾ,,,6300299335-006,"Thôn 2, Xã A Ngo, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",LÊ NHƯ THỰC,,2020-05-29,Cục Thuế Thành phố Huế,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-02-15 18:09:01,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan","0118, 0220, 0311, 0312, 0321, 0322, 0810, 1040, 1062, 1080, 1313, 1410, 1610, 1621, 1622, 1701, 1811, 1812, 2511, 2513, 2592, 3011, 3100, 3700, 3811, 3812, 3821, 3822, 3830, 4101, 4102, 4211, 4212, 4229, 4299, 4311, 4312, 4321, 4322, 4329, 4330, 4511, 4541, 4620, 4631, 4632, 4633, 4641, 4649, 4651, 4652, 4659, 4661, 4663, 4669, 4711, 4719, 4721, 4722, 4723, 4753, 4759, 4761, 4771, 4772, 4773, 4932, 4933, 5021, 5022, 5210, 5221, 5222, 5224, 5229, 6209, 7310, 7320, 7410, 7710, 7730, 8211, 8219, 8691","Trồng rau, đậu các loại và trồng hoa, cây cảnh, Khai thác gỗ, Khai thác thuỷ sản biển, Khai thác thuỷ sản nội địa, Nuôi trồng thuỷ sản biển, Nuôi trồng thuỷ sản nội địa, Khai thác đá, cát, sỏi, đất sét, Sản xuất dầu, mỡ động, thực vật, Sản xuất tinh bột và các sản phẩm từ tinh bột, Sản xuất thức ăn gia súc, gia cầm và thuỷ sản, Hoàn thiện sản phẩm dệt, May trang phục (trừ trang phục từ da lông thú), Cưa, xẻ, bào gỗ và bảo quản gỗ, Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác, Sản xuất đồ gỗ xây dựng, Sản xuất bột giấy, giấy và bìa, In ấn, Dịch vụ liên quan đến in, Sản xuất các cấu kiện kim loại, Sản xuất nồi hơi (trừ nồi hơi trung tâm), Gia công cơ khí; xử lý và tráng phủ kim loại, Đóng tàu và cấu kiện nổi, Sản xuất giường, tủ, bàn, ghế, Thoát nước và xử lý nước thải, Thu gom rác thải không độc hại, Thu gom rác thải độc hại, Xử lý và tiêu huỷ rác thải không độc hại, Xử lý và tiêu huỷ rác thải độc hại, Tái chế phế liệu, Xây dựng nhà để ở, Xây dựng nhà không để ở, Xây dựng công trình đường sắt, Xây dựng công trình đường bộ, Xây dựng công trình công ích khác, Xây dựng công trình kỹ thuật dân dụng khác, Phá dỡ, Chuẩn bị mặt bằng, Lắp đặt hệ thống điện, Lắp đặt hệ thống cấp, thoát nước, lò sưởi và điều hoà không khí, Lắp đặt hệ thống xây dựng khác, Hoàn thiện công trình xây dựng, Bán buôn ô tô và xe có động cơ khác, Bán mô tô, xe máy, Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống, Bán buôn gạo, Bán buôn thực phẩm, Bán buôn đồ uống, Bán buôn vải, hàng may sẵn, giày dép, Bán buôn đồ dùng khác cho gia đình, Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm, Bán buôn thiết bị và linh kiện điện tử, viễn thông, Bán buôn máy móc, thiết bị và phụ tùng máy khác, Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan, Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng, Bán buôn chuyên doanh khác chưa được phân vào đâu, Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp, Bán lẻ khác trong các cửa hàng kinh doanh tổng hợp, Bán lẻ lương thực trong các cửa hàng chuyên doanh, Bán lẻ thực phẩm trong các cửa hàng chuyên doanh, Bán lẻ đồ uống trong các cửa hàng chuyên doanh, Bán lẻ thảm, đệm, chăn, màn, rèm, vật liệu phủ tường và sàn trong các cửa hàng chuyên doanh, Bán lẻ đồ điện gia dụng, giường, tủ, bàn, ghế và đồ nội thất tương tự, đèn và bộ đèn điện, đồ dùng gia đình khác chưa được phân vào đâu trong các cửa hàng chuyên doanh, Bán lẻ sách, báo, tạp chí văn phòng phẩm trong các cửa hàng chuyên doanh, Bán lẻ hàng may mặc, giày dép, hàng da và giả da trong các cửa hàng chuyên doanh, Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh, Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh, Vận tải hành khách đường bộ khác, Vận tải hàng hóa bằng đường bộ, Vận tải hành khách đường thuỷ nội địa, Vận tải hàng hóa đường thuỷ nội địa, Kho bãi và lưu giữ hàng hóa, Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải đường sắt và đường bộ, Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải đường thủy, Bốc xếp hàng hóa, Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải, Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính, Quảng cáo, Nghiên cứu thị trường và thăm dò dư luận, Hoạt động thiết kế chuyên dụng, Cho thuê xe có động cơ, Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác, Dịch vụ hành chính văn phòng tổng hợp, Photo, chuẩn bị tài liệu và các hoạt động hỗ trợ văn phòng đặc biệt khác, Hoạt động y tế dự phòng",/6300299335-006-chi-nhanh-cong-ty-co-phan-xuat-nhap-khau-thuong-mai-tien-phat-tai-thua-thien-hue
Miền Trung,Miền Trung,Huế,CHI NHÁNH CÔNG TY TNHH DỊCH VỤ CÔNG NGHỆ VÀ XÂY DỰNG ONE TOUCH,,,3200737004-001,"Số 5 A Vầu, Thị Trấn A Lưới, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN CÔNG VŨ,0944095566 - 0832664,2023-05-22,Chi cục Thuế Huyện A Lưới,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-02-15 07:33:01,"Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm","0146, 0322, 1811, 1812, 4101, 4102, 4299, 4620, 4631, 4632, 4641, 4649, 4651, 4652, 4653, 4659, 4663, 4669, 4741, 4742, 4764, 4932, 5229, 5510, 5819, 6209, 6311, 6312, 7020, 7310, 7320, 7730, 7911, 8010, 8020, 8110, 8211, 8230, 8531, 8532, 8559, 8560, 9511","Chăn nuôi gia cầm, Nuôi trồng thuỷ sản nội địa, In ấn, Dịch vụ liên quan đến in, Xây dựng nhà để ở, Xây dựng nhà không để ở, Xây dựng công trình kỹ thuật dân dụng khác, Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống, Bán buôn gạo, Bán buôn thực phẩm, Bán buôn vải, hàng may sẵn, giày dép, Bán buôn đồ dùng khác cho gia đình, Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm, Bán buôn thiết bị và linh kiện điện tử, viễn thông, Bán buôn máy móc, thiết bị và phụ tùng máy nông nghiệp, Bán buôn máy móc, thiết bị và phụ tùng máy khác, Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng, Bán buôn chuyên doanh khác chưa được phân vào đâu, Bán lẻ máy vi tính, thiết bị ngoại vi, phần mềm và thiết bị viễn thông trong các cửa hàng chuyên doanh, Bán lẻ thiết bị nghe nhìn trong các cửa hàng chuyên doanh, Bán lẻ trò chơi, đồ chơi trong các cửa hàng chuyên doanh, Vận tải hành khách đường bộ khác, Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải, Dịch vụ lưu trú ngắn ngày, Hoạt động xuất bản khác, Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính, Xử lý dữ liệu, cho thuê và các hoạt động liên quan, Cổng thông tin, Hoạt động tư vấn quản lý, Quảng cáo, Nghiên cứu thị trường và thăm dò dư luận, Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác, Đại lý du lịch, Hoạt động bảo vệ cá nhân, Dịch vụ hệ thống bảo đảm an toàn, Dịch vụ hỗ trợ tổng hợp, Dịch vụ hành chính văn phòng tổng hợp, Tổ chức giới thiệu và xúc tiến thương mại, Đào tạo sơ cấp, Đào tạo trung cấp, Giáo dục khác chưa được phân vào đâu, Dịch vụ hỗ trợ giáo dục, Sửa chữa máy vi tính và thiết bị ngoại vi",/3200737004-001-chi-nhanh-cong-ty-tnhh-dich-vu-cong-nghe-va-xay-dung-one-touch
Miền Trung,Miền Trung,Huế,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN THƯƠNG MẠI VÀ DỊCH VỤ VẬN TẢI ĐOÀN DỰ,,,3301731873,"Đường Hồ Chí Minh, Xã A Ngo, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN VĂN DỰ,0393227456,2024-06-14,Chi cục Thuế Huyện A Lưới,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-02-14 22:15:01,Sản xuất bê tông và các sản phẩm từ xi măng và thạch cao,"2392, 2395, 4663, 4932, 4933","Sản xuất vật liệu xây dựng từ đất sét, Sản xuất bê tông và các sản phẩm từ xi măng và thạch cao, Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng, Vận tải hành khách đường bộ khác, Vận tải hàng hóa bằng đường bộ",/3301731873-cong-ty-trach-nhiem-huu-han-mot-thanh-vien-thuong-mai-va-dich-vu-van-tai-doan-du
Miền Trung,Miền Trung,Huế,CÔNG TY TRÁCH NHIỆM HỮU HẠN XÂY DỰNG - MỸ THUẬT - TỔNG HỢP AN KHANG PHÁT,CTY TNHH XD - MT - TH AN KHANG PHÁT,,3301729786,"Quảng Phú, Xã Sơn Thủy, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN THÀNH TRUNG,0814199119,2024-03-26,Đội Thuế huyện A Lưới,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-12 14:10:01,Hoạt động xây dựng chuyên dụng khác,"1629, 2592, 2599, 2640, 4101, 4102, 4221, 4222, 4229, 4299, 4312, 4321, 4322, 4329, 4330, 4390, 4663, 4669, 4690, 7410","Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện, Gia công cơ khí; xử lý và tráng phủ kim loại, Sản xuất sản phẩm khác bằng kim loại chưa được phân vào đâu, Sản xuất sản phẩm điện tử dân dụng, Xây dựng nhà để ở, Xây dựng nhà không để ở, Xây dựng công trình điện, Xây dựng công trình cấp, thoát nước, Xây dựng công trình công ích khác, Xây dựng công trình kỹ thuật dân dụng khác, Chuẩn bị mặt bằng, Lắp đặt hệ thống điện, Lắp đặt hệ thống cấp, thoát nước, lò sưởi và điều hoà không khí, Lắp đặt hệ thống xây dựng khác, Hoàn thiện công trình xây dựng, Hoạt động xây dựng chuyên dụng khác, Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng, Bán buôn chuyên doanh khác chưa được phân vào đâu, Bán buôn tổng hợp, Hoạt động thiết kế chuyên dụng",/3301729786-cong-ty-trach-nhiem-huu-han-xay-dung-my-thuat-tong-hop-an-khang-phat
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MƯỜNG A LƯỚI,CÔNG TY TNHH TM VÀ DV MƯỜNG A LƯỚI,,3301726577,"73 Đường Bắc Sơn, Thị Trấn A Lưới, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",LÊ THẾ ANH,0345557799,2023-11-09,Chi cục Thuế Huyện A Lưới,,Đang hoạt động (đã được cấp GCN ĐKT),2025-01-06 21:20:02,Dịch vụ lưu trú ngắn ngày,"1010, 4632, 4649, 4690, 4722, 4931, 4932, 4933, 5229, 5510, 5590, 5610, 5621, 5630, 6810, 7410, 7710, 7730, 7911, 7912, 7990, 8292, 9639","Chế biến, bảo quản thịt và các sản phẩm từ thịt, Bán buôn thực phẩm, Bán buôn đồ dùng khác cho gia đình, Bán buôn tổng hợp, Bán lẻ thực phẩm trong các cửa hàng chuyên doanh, Vận tải hành khách đường bộ trong nội thành, ngoại thành (trừ vận tải bằng xe buýt), Vận tải hành khách đường bộ khác, Vận tải hàng hóa bằng đường bộ, Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải, Dịch vụ lưu trú ngắn ngày, Cơ sở lưu trú khác, Nhà hàng và các dịch vụ ăn uống phục vụ lưu động, Cung cấp dịch vụ ăn uống theo hợp đồng không thường xuyên với khách hàng (phục vụ tiệc, hội họp, đám cưới...), Dịch vụ phục vụ đồ uống, Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê, Hoạt động thiết kế chuyên dụng, Cho thuê xe có động cơ, Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác, Đại lý du lịch, Điều hành tua du lịch, Dịch vụ đặt chỗ và các dịch vụ hỗ trợ liên quan đến quảng bá và tổ chức tua du lịch, Dịch vụ đóng gói, Hoạt động dịch vụ phục vụ cá nhân khác còn lại chưa được phân vào đâu",/3301726577-cong-ty-tnhh-thuong-mai-va-dich-vu-muong-a-luoi
Miền Trung,Miền Trung,Huế,CÔNG TY CỔ PHẦN NĂNG LƯỢNG XANH THỪA THIÊN HUẾ,,,3301726249,"Thôn Bình Sơn, Xã A Ngo, Huyện A Lưới, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN NGỌC QUỲNH,0912553468,2023-10-26,Chi cục Thuế Huyện A Lưới,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-01-06 13:27:01,"Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện","0210, 1520, 1610, 1621, 1622, 1623, 1629, 4610, 4620, 4661, 4669, 4690, 8299","Trồng rừng và chăm sóc rừng, Sản xuất giày dép, Cưa, xẻ, bào gỗ và bảo quản gỗ, Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác, Sản xuất đồ gỗ xây dựng, Sản xuất bao bì bằng gỗ, Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện, Đại lý, môi giới, đấu giá, Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống, Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan, Bán buôn chuyên doanh khác chưa được phân vào đâu, Bán buôn tổng hợp, Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu",/3301726249-cong-ty-co-phan-nang-luong-xanh-thua-thien-hue
