mien,khu_vuc,tinh,name,name_short,name_global,tax,address,representative,phone,active_date,manage_by,category,status,last_update,conpany_briefcase,career_code,career_name,slug
Miền Trung,Miền Trung,Huế,DOANH NGHIỆP TƯ NHÂN NGUYỄN ĐĂNG ÁNH,,,3301603705,"Thôn 8, Xã Điền Hòa, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",Nguyễn Đăng ánh,,2017-01-12,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Doanh nghiệp tư nhân,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-03-24 16:55:01,Xây dựng công trình kỹ thuật dân dụng khác,4290,Xây dựng công trình kỹ thuật dân dụng khác,/3301603705-doanh-nghiep-tu-nhan-nguyen-dang-anh
Miền Trung,Miền Trung,Huế,TRƯỜNG MẦM NON ĐIỀN HOÀ,,,3301449771,"Điền Hoà, Xã Điền Hòa, Thị xã Phong Điền, Thành phố Huế",Cao Thị Thu Hà,,2012-04-26,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-21 19:13:01,,,,/3301449771-truong-mam-non-dien-hoa
Miền Trung,Miền Trung,Huế,QUỸ TÍN DỤNG NHÂN DÂN ĐIỀN HÒA,,,3301296229,"Thôn 3, Xã Điền Hòa (hết hiệu lực), Thị xã Phong Điền, Thành phố Huế",Đặng Văn Thìn,0543553751,2010-12-28,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Hợp tác xã,Đang hoạt động,2025-06-25 10:49:46,,,,/3301296229-quy-tin-dung-nhan-dan-dien-hoa
Miền Trung,Miền Trung,Huế,HỢP TÁC XÃ NÔNG NGHIỆP ĐIỀN HÒA,,,3301287961,"Tổ dân phố 6, Phường Phong Phú, Thị xã Phong Điền, Thành phố Huế",Văn Công Mậu,0914207319,2010-12-23,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Hợp tác xã,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-21 18:09:01,,,,/3301287961-hop-tac-xa-nong-nghiep-dien-hoa
Miền Trung,Miền Trung,Huế,TRƯỜNG THCS ĐIỀN HOÀ,,,3300879644,"Thôn 5, xã Điền Hoà, , Thị xã Phong Điền, Thành phố Huế",Nguyễn Đăng Thuận,054.3553323,2009-03-28,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,"Đơn vị hành chính, đơn vị sự nghiệp",Ngừng hoạt động và đã đóng MST,2025-05-21 16:32:02,,,,/3300879644-truong-thcs-dien-hoa
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ XÂY DỰNG MINH KHANG FARM,,MINH KHANG FARM TRADING SERVICES AND CONSTRUCTION COMPANY LIMITED,3301732644,"Thôn Thanh Hương, Xã Điền Hương, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN VĂN LUÂN,0985197567,2024-07-16,Cục Thuế Thành phố Huế,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-02-17 05:03:01,Xây dựng công trình kỹ thuật dân dụng khác,"0210, 4101, 4102, 4212, 4222, 4229, 4291, 4299, 4311, 4312, 4321, 4322, 4330, 4390, 4620, 4633, 4662, 4663, 4933, 6810, 7110, 8129, 8130","Trồng rừng và chăm sóc rừng, Xây dựng nhà để ở, Xây dựng nhà không để ở, Xây dựng công trình đường bộ, Xây dựng công trình cấp, thoát nước, Xây dựng công trình công ích khác, Xây dựng công trình thủy, Xây dựng công trình kỹ thuật dân dụng khác, Phá dỡ, Chuẩn bị mặt bằng, Lắp đặt hệ thống điện, Lắp đặt hệ thống cấp, thoát nước, lò sưởi và điều hoà không khí, Hoàn thiện công trình xây dựng, Hoạt động xây dựng chuyên dụng khác, Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống, Bán buôn đồ uống, Bán buôn kim loại và quặng kim loại, Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng, Vận tải hàng hóa bằng đường bộ, Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê, Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan, Vệ sinh nhà cửa và các công trình khác, Dịch vụ chăm sóc và duy trì cảnh quan",/3301732644-cong-ty-tnhh-thuong-mai-dich-vu-va-xay-dung-minh-khang-farm
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH MTV VIỄN THÔNG NGỌC TRAI,,,3301629559,"Thôn Thanh Hương Tây, Xã Điền Hương, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",HỒ NGỌC TRAI,0972989879,2018-06-12,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Công ty trách nhiệm hữu hạn ngoài NN,Không hoạt động tại địa chỉ đã đăng ký,2025-06-05 19:01:01,Hoạt động viễn thông không dây,"1410, 1811, 1812, 2310, 2393, 4101, 4321, 4322, 4330, 4610, 4641, 4649, 4651, 4652, 4759, 6120, 7310, 8230","May trang phục (trừ trang phục từ da lông thú), In ấn, Dịch vụ liên quan đến in, Sản xuất thuỷ tinh và sản phẩm từ thuỷ tinh, Sản xuất sản phẩm gốm sứ khác, Xây dựng nhà để ở, Lắp đặt hệ thống điện, Lắp đặt hệ thống cấp, thoát nước, lò sưởi và điều hoà không khí, Hoàn thiện công trình xây dựng, Đại lý, môi giới, đấu giá, Bán buôn vải, hàng may sẵn, giày dép, Bán buôn đồ dùng khác cho gia đình, Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm, Bán buôn thiết bị và linh kiện điện tử, viễn thông, Bán lẻ đồ điện gia dụng, giường, tủ, bàn, ghế và đồ nội thất tương tự, đèn và bộ đèn điện, đồ dùng gia đình khác chưa được phân vào đâu trong các cửa hàng chuyên doanh, Hoạt động viễn thông không dây, Quảng cáo, Tổ chức giới thiệu và xúc tiến thương mại",/3301629559-cong-ty-tnhh-mtv-vien-thong-ngoc-trai
Miền Trung,Miền Trung,Huế,DOANH NGHIỆP TƯ NHÂN KIM TUẤN HUY,,,3301622352,"Thôn Thanh Hương Đông, Xã Điền Hương, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",TRẦN HOÀNG HẢI,,2018-01-11,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Doanh nghiệp tư nhân,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-06-05 13:25:01,Sản xuất đồ kim hoàn và chi tiết liên quan,"3211, 4661, 4773","Sản xuất đồ kim hoàn và chi tiết liên quan, Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan, Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh",/3301622352-doanh-nghiep-tu-nhan-kim-tuan-huy
Miền Trung,Miền Trung,Huế,CHI NHÁNH CÔNG TY TNHH TRẦN NGUYỄN HẠO LONG TẠI THỪA THIÊN HUẾ,,,0401755336-001,"Thôn Thanh Hương Tây, Xã Điền Hương, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",TRẦN LÂM,0914281441,2017-11-29,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-06-02 16:26:01,"Sản xuất mỹ phẩm, xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh","2023, 4722, 8230","Sản xuất mỹ phẩm, xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh, Bán lẻ thực phẩm trong các cửa hàng chuyên doanh, Tổ chức giới thiệu và xúc tiến thương mại",/0401755336-001-chi-nhanh-cong-ty-tnhh-tran-nguyen-hao-long-tai-thua-thien-hue
Miền Trung,Miền Trung,Huế,CÔNG TY CỔ PHẦN CHĂN NUÔI C.P. VIỆT NAM - CHI NHÁNH 2 TẠI HUẾ,CPV - CN 2 HUẾ,C.P. VIETNAM CORPORATION - HUE BRANCH 2,3600224423-084,"Thôn Trung Đồng Tây , Xã Điền Hương, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",CHAMLONG KOLATUT,,2011-06-29,Thành phố Huế - VP Chi cục Thuế khu vực XII,Công ty cổ phần ngoài NN,Tạm nghỉ kinh doanh có thời hạn,,Nuôi trồng thuỷ sản biển,"0118, 0145, 0146, 0163, 0321, 0322, 1010, 1020, 1030, 1075, 1080, 1104, 2012, 2029, 3290, 4102, 5610, 7500","Trồng rau, đậu các loại và trồng hoa, cây cảnh, Chăn nuôi lợn, Chăn nuôi gia cầm, Hoạt động dịch vụ sau thu hoạch, Nuôi trồng thuỷ sản biển, Nuôi trồng thuỷ sản nội địa, Chế biến, bảo quản thịt và các sản phẩm từ thịt, Chế biến, bảo quản thuỷ sản và các sản phẩm từ thuỷ sản, Chế biến và bảo quản rau quả, Sản xuất món ăn, thức ăn chế biến sẵn, Sản xuất thức ăn gia súc, gia cầm và thuỷ sản, Sản xuất đồ uống không cồn, nước khoáng, Sản xuất phân bón và hợp chất ni tơ, Sản xuất sản phẩm hoá chất khác chưa được phân vào đâu, Sản xuất khác chưa được phân vào đâu, Xây dựng nhà không để ở, Nhà hàng và các dịch vụ ăn uống phục vụ lưu động, Hoạt động thú y",/3600224423-084-cong-ty-co-phan-chan-nuoi-c-p-viet-nam-chi-nhanh-2-tai-hue
