mien,khu_vuc,tinh,name,name_short,name_global,tax,address,representative,phone,active_date,manage_by,category,status,last_update,conpany_briefcase,career_code,career_name,slug
Miền Trung,Miền Trung,Huế,THANH TRA HUYỆN NAM ĐÔNG,,,3301032547,"Thị Trấn Khe Tre, Thị trấn Khe Tre, Huyện Phú Lộc, Thành phố Huế",Lê Đăng Huề,3875164,1995-12-30,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-21 14:51:02,,,,/3301032547-thanh-tra-huyen-nam-dong
Miền Trung,Miền Trung,Huế,PHÒNG LAO ĐỘNG THƯƠNG BINH XÃ HỘI,,,3301032515,"THị Trấn Khe Tre, Thị trấn Khe Tre, Huyện Phú Lộc, Thành phố Huế",Nguyễn Son,3893268,2009-07-06,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-21 14:51:02,,,,/3301032515-phong-lao-dong-thuong-binh-xa-hoi
Miền Trung,Miền Trung,Huế,HUYỆN ĐOÀN HUYỆN NAM ĐÔNG,,,3301032498,"Tổ dân phố 2, Thị Trấn Khe, huyện Nam Đông, Thị trấn Khe Tre, Huyện Phú Lộc, Thành phố Huế",Lê Văn Bát,,2009-07-06,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (được cấp thông báo MST),2025-05-21 14:51:02,,,,/3301032498-huyen-doan-huyen-nam-dong
Miền Trung,Miền Trung,Huế,HỘI NÔNG DÂN HUYỆN NAM ĐÔNG,,,3301032473,"Tổ dân phố 2, Thị Trấn Khe Tre, huyện Nam Đông, Thị trấn Khe Tre, Huyện Phú Lộc, Thành phố Huế",Bùi Quang Tý,,2009-07-06,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (được cấp thông báo MST),2025-05-21 14:50:01,,,,/3301032473-hoi-nong-dan-huyen-nam-dong
Miền Trung,Miền Trung,Huế,HUYỆN ỦY NAM ĐÔNG,,,3301032360,"Tổ dân phố 2,, Thị trấn Khe Tre, Huyện Phú Lộc, Thành phố Huế",Dương Thị Hoàng Yến,,2009-07-06,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (được cấp thông báo MST),2025-05-21 14:50:01,,,,/3301032360-huyen-uy-nam-dong
Miền Trung,Miền Trung,Huế,PHÒNG NỘI VỤ,,,3301032138,"Khu Vực II, Thị Trấn Khe Tre, Thị trấn Khe Tre, Huyện Phú Lộc, Thành phố Huế",,3893889,2009-07-06,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-21 14:50:01,,,,/3301032138-phong-noi-vu
Miền Trung,Miền Trung,Huế,TRUNG TÂM CHÍNH TRỊ HUYỆN NAM ĐÔNG,,,3301032106,"Khu Vực II, Thị Trấn Khe Tre, Thị trấn Khe Tre, Huyện Phú Lộc, Thành phố Huế",Nguyễn Thị Bình,3875441,2009-07-06,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-21 14:50:01,,,,/3301032106-trung-tam-chinh-tri-huyen-nam-dong
Miền Trung,Miền Trung,Huế,VIỆN KIỂM SÁT NHÂN DÂN HUYỆN NAM ĐÔNG,,,3301032642,"Khu Vực II, Thị Trấn Khe Tre, Thị trấn Khe Tre, Huyện Phú Lộc, Thành phố Huế",Bùi Văn Thỉ,,2009-07-06,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (được cấp thông báo MST),2025-05-21 14:48:02,,,,/3301032642-vien-kiem-sat-nhan-dan-huyen-nam-dong
Miền Trung,Miền Trung,Huế,TRƯỜNG TRUNG HỌC PHỔ THÔNG NAM ĐÔNG,,,3301032378,"Thị Trấn Khe Tre, Thị trấn Khe Tre, Huyện Phú Lộc, Thành phố Huế",Trần Văn Phúc,3875512,2009-07-06,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-21 14:47:01,,,,/3301032378-truong-trung-hoc-pho-thong-nam-dong
Miền Trung,Miền Trung,Huế,HỢP TÁC XÃ Ô TÔ NAM ĐÔNG,,,3301032561,"Cụm 5, Khu vực II, Thị trấn Khe Tre, Huyện Phú Lộc, Thành phố Huế",Trần Xuân Hữu,0543875695,2009-07-06,Đội Thuế huyện Phú Lộc,Hợp tác xã,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-05-21 14:47:01,,,,/3301032561-hop-tac-xa-o-to-nam-dong
